Sample	Bacteria	Eukaryota	Viruses	Archaea	Unclassified
MUX10071.WHB6781.unmapped-both-read-and-mate	965.0	357.0	nan	nan	3994.0
MUX10071.WHB6782.unmapped-both-read-and-mate	557.0	367.0	2.0	nan	3372.0
MUX10071.WHB6783.unmapped-both-read-and-mate	842.0	340.0	2.0	nan	3227.0
MUX10071.WHB6784.unmapped-both-read-and-mate	738.0	288.0	1.0	nan	3220.0
MUX10071.WHB6785.unmapped-both-read-and-mate	721.0	363.0	7.0	nan	3600.0
MUX10072.WHB6787.unmapped-both-read-and-mate	2376.0	287.0	2.0	nan	4058.0
MUX10072.WHB6788.unmapped-both-read-and-mate	2762.0	326.0	nan	nan	4635.0
MUX10072.WHB6791.unmapped-both-read-and-mate	788.0	332.0	1.0	nan	3134.0
MUX10072.WHB6793.unmapped-both-read-and-mate	1207.0	337.0	1.0	nan	3409.0
MUX10072.WHB6796.unmapped-both-read-and-mate	1978.0	365.0	1.0	nan	4320.0
MUX10073.WHB6786.unmapped-both-read-and-mate	822.0	330.0	nan	nan	3282.0
MUX10073.WHB6789.unmapped-both-read-and-mate	701.0	288.0	4.0	nan	3172.0
MUX10073.WHB6790.unmapped-both-read-and-mate	1279.0	292.0	3.0	nan	3609.0
MUX10073.WHB6794.unmapped-both-read-and-mate	1111.0	352.0	2.0	nan	3498.0
MUX10073.WHB6795.unmapped-both-read-and-mate	765.0	363.0	3.0	1.0	3663.0
MUX10074.WHB6797.unmapped-both-read-and-mate	1257.0	424.0	2.0	nan	4328.0
MUX10074.WHB6798.unmapped-both-read-and-mate	590.0	360.0	4.0	nan	3185.0
MUX10074.WHB6799.unmapped-both-read-and-mate	828.0	339.0	1.0	nan	3353.0
MUX10074.WHB6800.unmapped-both-read-and-mate	976.0	328.0	nan	nan	2918.0
MUX10074.WHB6801.unmapped-both-read-and-mate	786.0	329.0	nan	nan	3126.0
MUX10075.WHB6802.unmapped-both-read-and-mate	975.0	298.0	2.0	nan	3562.0
MUX10075.WHB6803.unmapped-both-read-and-mate	984.0	318.0	nan	nan	3298.0
MUX10075.WHB6804.unmapped-both-read-and-mate	802.0	320.0	2.0	nan	3278.0
MUX10075.WHB6805.unmapped-both-read-and-mate	680.0	315.0	2.0	nan	3195.0
MUX10075.WHB6806.unmapped-both-read-and-mate	550.0	259.0	nan	nan	2908.0
MUX10076.WHB6807.unmapped-both-read-and-mate	668.0	307.0	3.0	nan	2821.0
MUX10076.WHB6808.unmapped-both-read-and-mate	452.0	328.0	nan	nan	2678.0
MUX10076.WHB6809.unmapped-both-read-and-mate	812.0	298.0	nan	nan	2894.0
MUX10076.WHB6810.unmapped-both-read-and-mate	671.0	325.0	nan	nan	2956.0
MUX10076.WHB6811.unmapped-both-read-and-mate	586.0	387.0	nan	nan	3285.0
MUX10077.WHB6812.unmapped-both-read-and-mate	731.0	387.0	2.0	nan	3295.0
MUX10077.WHB6813.unmapped-both-read-and-mate	585.0	443.0	8.0	1.0	3637.0
MUX10077.WHB6817.unmapped-both-read-and-mate	920.0	290.0	nan	nan	2805.0
MUX10077.WHB6818.unmapped-both-read-and-mate	852.0	316.0	2.0	nan	3010.0
MUX10077.WHB6819.unmapped-both-read-and-mate	616.0	276.0	nan	nan	2707.0
MUX10078.WHB6814.unmapped-both-read-and-mate	914.0	321.0	2.0	nan	3457.0
MUX10078.WHB6815.unmapped-both-read-and-mate	1286.0	322.0	nan	nan	3717.0
MUX10078.WHB6816.unmapped-both-read-and-mate	791.0	297.0	4.0	nan	3068.0
MUX10078.WHB6820.unmapped-both-read-and-mate	1140.0	421.0	nan	nan	4272.0
MUX10078.WHB6823.unmapped-both-read-and-mate	450.0	325.0	nan	nan	3009.0
MUX10079.WHB6821.unmapped-both-read-and-mate	597.0	501.0	nan	nan	16368.0
MUX10079.WHB6822.unmapped-both-read-and-mate	859.0	455.0	1.0	nan	15268.0
MUX10079.WHB6825.unmapped-both-read-and-mate	565.0	449.0	nan	1.0	14094.0
MUX10079.WHB6826.unmapped-both-read-and-mate	448.0	606.0	2.0	nan	19179.0
MUX10080.WHB6827.unmapped-both-read-and-mate	690.0	477.0	nan	1.0	13140.0
MUX10080.WHB6828.unmapped-both-read-and-mate	972.0	485.0	1.0	nan	16653.0
MUX10080.WHB6829.unmapped-both-read-and-mate	589.0	505.0	3.0	nan	15092.0
MUX10080.WHB6830.unmapped-both-read-and-mate	403.0	560.0	nan	1.0	15846.0
MUX10080.WHB6834.unmapped-both-read-and-mate	669.0	467.0	nan	1.0	13824.0
MUX10081.WHB6831.unmapped-both-read-and-mate	913.0	498.0	nan	nan	15088.0
MUX10081.WHB6833.unmapped-both-read-and-mate	632.0	502.0	nan	nan	15036.0
MUX10081.WHB6835.unmapped-both-read-and-mate	683.0	477.0	nan	nan	13078.0
MUX10081.WHB6837.unmapped-both-read-and-mate	817.0	479.0	nan	nan	14313.0
MUX10082.WHB6836.unmapped-both-read-and-mate	758.0	743.0	6.0	nan	20371.0
MUX10082.WHB6838.unmapped-both-read-and-mate	497.0	557.0	1.0	nan	17321.0
MUX10082.WHB6839.unmapped-both-read-and-mate	364.0	331.0	nan	nan	8837.0
MUX10082.WHB6840.unmapped-both-read-and-mate	777.0	441.0	1.0	nan	13878.0
MUX10083.WHB6842.unmapped-both-read-and-mate	1137.0	699.0	nan	nan	25374.0
MUX10083.WHB6846.unmapped-both-read-and-mate	915.0	448.0	nan	nan	16847.0
MUX10083.WHB6848.unmapped-both-read-and-mate	1157.0	552.0	1.0	2.0	17920.0
MUX10083.WHB6849.unmapped-both-read-and-mate	834.0	386.0	2.0	1.0	11957.0
MUX10084.WHB6843.unmapped-both-read-and-mate	891.0	491.0	3.0	nan	15277.0
MUX10084.WHB6845.unmapped-both-read-and-mate	953.0	561.0	1.0	nan	17604.0
MUX10084.WHB6847.unmapped-both-read-and-mate	817.0	343.0	nan	nan	13857.0
MUX10084.WHB6850.unmapped-both-read-and-mate	633.0	369.0	2.0	nan	12583.0
MUX10084.WHB6852.unmapped-both-read-and-mate	564.0	448.0	1.0	nan	14728.0
MUX10085.WHB6844.unmapped-both-read-and-mate	677.0	525.0	1.0	nan	17529.0
MUX10085.WHB6853.unmapped-both-read-and-mate	1135.0	564.0	5.0	nan	18205.0
MUX10085.WHB6854.unmapped-both-read-and-mate	438.0	453.0	2.0	nan	12098.0
MUX10085.WHB6855.unmapped-both-read-and-mate	856.0	455.0	nan	nan	11206.0
MUX10086.WHB6857.unmapped-both-read-and-mate	845.0	341.0	5.0	nan	13972.0
MUX10086.WHB6858.unmapped-both-read-and-mate	531.0	532.0	nan	nan	13241.0
MUX10086.WHB6861.unmapped-both-read-and-mate	463.0	489.0	nan	nan	14045.0
MUX10092.WHB6862.unmapped-both-read-and-mate	729.0	314.0	nan	nan	2917.0
MUX10092.WHB6863.unmapped-both-read-and-mate	771.0	304.0	6.0	nan	3288.0
MUX10092.WHB6864.unmapped-both-read-and-mate	1685.0	274.0	1.0	1.0	3908.0
MUX10092.WHB6865.unmapped-both-read-and-mate	826.0	330.0	3.0	nan	3437.0
MUX10092.WHB6866.unmapped-both-read-and-mate	538.0	291.0	nan	nan	2801.0
MUX10093.WHB6871.unmapped-both-read-and-mate	877.0	234.0	nan	nan	2563.0
MUX10093.WHB6872.unmapped-both-read-and-mate	1677.0	283.0	2.0	nan	4624.0
MUX10093.WHB6875.unmapped-both-read-and-mate	3155.0	311.0	3450.0	nan	3038.0
MUX10093.WHB6876.unmapped-both-read-and-mate	1740.0	271.0	862.0	nan	3049.0
MUX10094.WHB6867.unmapped-both-read-and-mate	535.0	332.0	nan	nan	2679.0
MUX10094.WHB6868.unmapped-both-read-and-mate	749.0	329.0	nan	nan	3137.0
MUX10094.WHB6869.unmapped-both-read-and-mate	883.0	322.0	nan	nan	3222.0
MUX10094.WHB6870.unmapped-both-read-and-mate	569.0	275.0	1.0	nan	2848.0
MUX10094.WHB6873.unmapped-both-read-and-mate	1021.0	302.0	9.0	nan	3264.0
MUX10095.WHB6877.unmapped-both-read-and-mate	728.0	289.0	nan	nan	3029.0
MUX10095.WHB6881.unmapped-both-read-and-mate	1356.0	252.0	2.0	nan	3971.0
MUX10095.WHB6882.unmapped-both-read-and-mate	691.0	357.0	nan	nan	3275.0
MUX10095.WHB6883.unmapped-both-read-and-mate	1768.0	318.0	1.0	1.0	3788.0
MUX10095.WHB6886.unmapped-both-read-and-mate	907.0	299.0	nan	nan	3020.0
MUX10096.WHB6879.unmapped-both-read-and-mate	2729.0	227.0	1.0	nan	4142.0
MUX10096.WHB6889.unmapped-both-read-and-mate	951.0	260.0	nan	nan	2972.0
MUX10096.WHB6890.unmapped-both-read-and-mate	1346.0	300.0	1.0	2.0	3463.0
MUX10096.WHB6891.unmapped-both-read-and-mate	1618.0	279.0	1.0	1.0	3931.0
MUX10096.WHB6892.unmapped-both-read-and-mate	2479.0	377.0	nan	2.0	4998.0
MUX10097.WHB6878.unmapped-both-read-and-mate	1055.0	277.0	nan	nan	3370.0
MUX10097.WHB6880.unmapped-both-read-and-mate	1188.0	272.0	1.0	nan	3420.0
MUX10097.WHB6884.unmapped-both-read-and-mate	917.0	328.0	nan	nan	3118.0
MUX10097.WHB6885.unmapped-both-read-and-mate	1938.0	290.0	1.0	nan	4165.0
MUX10097.WHB6887.unmapped-both-read-and-mate	1148.0	305.0	nan	nan	3511.0
MUX10098.WHB6888.unmapped-both-read-and-mate	2259.0	333.0	3.0	nan	4373.0
MUX10098.WHB6893.unmapped-both-read-and-mate	1279.0	184.0	nan	nan	3245.0
MUX10098.WHB6894.unmapped-both-read-and-mate	954.0	239.0	8.0	nan	3547.0
MUX10098.WHB6895.unmapped-both-read-and-mate	4053.0	295.0	nan	nan	5382.0
MUX10098.WHB6896.unmapped-both-read-and-mate	1188.0	290.0	5.0	nan	3318.0
MUX10099.WHB6897.unmapped-both-read-and-mate	439.0	278.0	5.0	nan	2822.0
MUX10099.WHB6898.unmapped-both-read-and-mate	641.0	385.0	nan	nan	3498.0
MUX10099.WHB6899.unmapped-both-read-and-mate	661.0	290.0	1.0	nan	3052.0
MUX10099.WHB6900.unmapped-both-read-and-mate	1207.0	355.0	nan	nan	3524.0
MUX10100.WHB6902.unmapped-both-read-and-mate	494.0	430.0	5.0	nan	12901.0
MUX10100.WHB6903.unmapped-both-read-and-mate	731.0	749.0	6.0	nan	26902.0
MUX10100.WHB6904.unmapped-both-read-and-mate	451.0	566.0	5.0	nan	20115.0
MUX10100.WHB6905.unmapped-both-read-and-mate	790.0	743.0	2.0	nan	27262.0
MUX10100.WHB6906.unmapped-both-read-and-mate	605.0	739.0	nan	nan	27993.0
MUX10101.WHB6907.unmapped-both-read-and-mate	768.0	676.0	6.0	nan	22278.0
MUX10101.WHB6908.unmapped-both-read-and-mate	665.0	629.0	8.0	nan	19090.0
MUX10101.WHB6909.unmapped-both-read-and-mate	1101.0	392.0	1.0	nan	13243.0
MUX10101.WHB6910.unmapped-both-read-and-mate	601.0	508.0	nan	nan	14407.0
MUX10101.WHB6911.unmapped-both-read-and-mate	676.0	535.0	2.0	nan	16468.0
MUX10102.WHB6912.unmapped-both-read-and-mate	1450.0	591.0	3206.0	2.0	19091.0
MUX10102.WHB6913.unmapped-both-read-and-mate	4813.0	357.0	2.0	1.0	17338.0
MUX10102.WHB6914.unmapped-both-read-and-mate	484.0	598.0	2.0	nan	18596.0
MUX10102.WHB6915.unmapped-both-read-and-mate	1020.0	609.0	2.0	nan	21672.0
MUX10102.WHB6916.unmapped-both-read-and-mate	595.0	554.0	5.0	1.0	18157.0
MUX10103.WHB6917.unmapped-both-read-and-mate	506.0	618.0	nan	nan	20403.0
MUX10103.WHB6918.unmapped-both-read-and-mate	407.0	510.0	1.0	2.0	16248.0
MUX10103.WHB6919.unmapped-both-read-and-mate	486.0	518.0	1.0	nan	16662.0
MUX10103.WHB6920.unmapped-both-read-and-mate	1198.0	655.0	15.0	1.0	20768.0
MUX10103.WHB6921.unmapped-both-read-and-mate	943.0	514.0	2.0	nan	17706.0
MUX10104.WHB6922.unmapped-both-read-and-mate	1379.0	662.0	nan	5.0	22217.0
MUX10104.WHB6923.unmapped-both-read-and-mate	1193.0	482.0	195.0	nan	14549.0
MUX10104.WHB6924.unmapped-both-read-and-mate	1284.0	705.0	4.0	1.0	22730.0
MUX10104.WHB6925.unmapped-both-read-and-mate	710.0	563.0	2.0	nan	18890.0
MUX10104.WHB6926.unmapped-both-read-and-mate	872.0	494.0	2.0	nan	15532.0
MUX10105.WHB6927.unmapped-both-read-and-mate	538.0	419.0	4.0	nan	12496.0
MUX10105.WHB6928.unmapped-both-read-and-mate	972.0	459.0	7.0	nan	14289.0
MUX10105.WHB6929.unmapped-both-read-and-mate	1105.0	486.0	3267.0	nan	17111.0
MUX10105.WHB6930.unmapped-both-read-and-mate	509.0	463.0	1.0	nan	12509.0
MUX10105.WHB6931.unmapped-both-read-and-mate	1535.0	502.0	12.0	nan	15514.0
MUX10106.WHB6932.unmapped-both-read-and-mate	452.0	484.0	4.0	nan	13647.0
MUX10106.WHB6933.unmapped-both-read-and-mate	582.0	630.0	3.0	1.0	16746.0
MUX10106.WHB6935.unmapped-both-read-and-mate	473.0	541.0	3.0	nan	15015.0
MUX10106.WHB6936.unmapped-both-read-and-mate	1303.0	777.0	1.0	nan	17159.0
MUX10107.WHB6937.unmapped-both-read-and-mate	460.0	592.0	2.0	nan	16481.0
MUX10107.WHB6938.unmapped-both-read-and-mate	577.0	425.0	2.0	nan	14785.0
MUX10107.WHB6939.unmapped-both-read-and-mate	737.0	623.0	nan	nan	17893.0
MUX10107.WHB6940.unmapped-both-read-and-mate	527.0	494.0	1.0	nan	19360.0
MUX10107.WHB6941.unmapped-both-read-and-mate	555.0	468.0	nan	nan	13652.0
MUX10108.WHB6942.unmapped-both-read-and-mate	648.0	427.0	14.0	nan	7299.0
MUX10108.WHB6943.unmapped-both-read-and-mate	682.0	349.0	4.0	1.0	6424.0
MUX10108.WHB6944.unmapped-both-read-and-mate	692.0	408.0	5.0	nan	7398.0
MUX10108.WHB6945.unmapped-both-read-and-mate	643.0	445.0	nan	1.0	7323.0
MUX10108.WHB6946.unmapped-both-read-and-mate	599.0	348.0	11.0	nan	6337.0
MUX10109.WHB6947.unmapped-both-read-and-mate	768.0	470.0	2.0	nan	8641.0
MUX10109.WHB6949.unmapped-both-read-and-mate	900.0	393.0	3.0	nan	7156.0
MUX10109.WHB6950.unmapped-both-read-and-mate	547.0	345.0	1.0	nan	6596.0
MUX10109.WHB6951.unmapped-both-read-and-mate	839.0	389.0	nan	nan	6582.0
MUX10109.WHB6952.unmapped-both-read-and-mate	516.0	399.0	nan	nan	7917.0
MUX10110.WHB6953.unmapped-both-read-and-mate	658.0	450.0	3.0	nan	7324.0
MUX10110.WHB6954.unmapped-both-read-and-mate	773.0	417.0	1.0	nan	7961.0
MUX10110.WHB6955.unmapped-both-read-and-mate	1666.0	373.0	1.0	1.0	8122.0
MUX10110.WHB6956.unmapped-both-read-and-mate	414.0	348.0	nan	nan	6858.0
MUX10110.WHB6957.unmapped-both-read-and-mate	838.0	463.0	1.0	nan	7561.0
MUX10111.WHB6948.unmapped-both-read-and-mate	644.0	505.0	4.0	nan	8695.0
MUX10111.WHB6976.unmapped-both-read-and-mate	311.0	544.0	2.0	1.0	7641.0
MUX10111.WHB6977.unmapped-both-read-and-mate	650.0	463.0	6.0	nan	6749.0
MUX10111.WHB6982.unmapped-both-read-and-mate	777.0	491.0	nan	nan	7315.0
MUX10111.WHB6983.unmapped-both-read-and-mate	467.0	427.0	3.0	nan	6886.0
MUX10112.WHB6958.unmapped-both-read-and-mate	565.0	398.0	nan	nan	7394.0
MUX10112.WHB6959.unmapped-both-read-and-mate	1038.0	447.0	1.0	nan	10311.0
MUX10112.WHB6960.unmapped-both-read-and-mate	675.0	438.0	nan	nan	8641.0
MUX10112.WHB6961.unmapped-both-read-and-mate	776.0	372.0	1.0	nan	7691.0
MUX10112.WHB6962.unmapped-both-read-and-mate	653.0	472.0	1.0	1.0	9751.0
MUX10113.WHB6963.unmapped-both-read-and-mate	889.0	359.0	3.0	nan	7556.0
MUX10113.WHB6964.unmapped-both-read-and-mate	1046.0	438.0	3.0	nan	8199.0
MUX10113.WHB6966.unmapped-both-read-and-mate	832.0	387.0	4.0	nan	7094.0
MUX10113.WHB6967.unmapped-both-read-and-mate	776.0	425.0	8.0	nan	7464.0
MUX10114.WHB6968.unmapped-both-read-and-mate	1063.0	417.0	12.0	nan	8669.0
MUX10114.WHB6969.unmapped-both-read-and-mate	570.0	277.0	3.0	nan	4931.0
MUX10114.WHB6970.unmapped-both-read-and-mate	683.0	402.0	5.0	nan	7695.0
MUX10114.WHB6971.unmapped-both-read-and-mate	708.0	417.0	nan	nan	9212.0
MUX10114.WHB6972.unmapped-both-read-and-mate	2845.0	368.0	5.0	nan	9059.0
MUX10115.WHB6973.unmapped-both-read-and-mate	186.0	626.0	3.0	nan	9362.0
MUX10115.WHB6974.unmapped-both-read-and-mate	230.0	596.0	nan	1.0	9057.0
MUX10115.WHB6985.unmapped-both-read-and-mate	297.0	565.0	3.0	nan	9010.0
MUX10115.WHB6986.unmapped-both-read-and-mate	435.0	579.0	nan	nan	8051.0
MUX10115.WHB6994.unmapped-both-read-and-mate	513.0	471.0	2.0	nan	9936.0
MUX10116.WHB6989.unmapped-both-read-and-mate	365.0	309.0	1.0	nan	3557.0
MUX10116.WHB6990.unmapped-both-read-and-mate	556.0	429.0	nan	nan	3924.0
MUX10116.WHB6995.unmapped-both-read-and-mate	903.0	393.0	2.0	nan	4281.0
MUX10117.WHB6996.unmapped-both-read-and-mate	692.0	325.0	3.0	nan	3504.0
MUX10117.WHB7000.unmapped-both-read-and-mate	1440.0	441.0	21.0	1.0	5313.0
MUX10117.WHB7001.unmapped-both-read-and-mate	977.0	281.0	2.0	nan	3318.0
MUX10117.WHB7002.unmapped-both-read-and-mate	249.0	374.0	2.0	nan	3366.0
MUX10117.WHB7004.unmapped-both-read-and-mate	424.0	425.0	14.0	nan	3781.0
MUX10118.WHB6997.unmapped-both-read-and-mate	513.0	421.0	4.0	nan	3921.0
MUX10118.WHB6998.unmapped-both-read-and-mate	572.0	351.0	nan	nan	4631.0
MUX10118.WHB7009.unmapped-both-read-and-mate	440.0	358.0	nan	nan	3610.0
MUX10118.WHB7010.unmapped-both-read-and-mate	1177.0	361.0	1.0	nan	4080.0
MUX10118.WHB7014.unmapped-both-read-and-mate	457.0	347.0	1.0	nan	3323.0
MUX10119.WHB7005.unmapped-both-read-and-mate	337.0	669.0	5.0	nan	4988.0
MUX10119.WHB7006.unmapped-both-read-and-mate	762.0	290.0	nan	nan	3580.0
MUX10119.WHB7007.unmapped-both-read-and-mate	434.0	298.0	1.0	nan	3007.0
MUX10119.WHB7008.unmapped-both-read-and-mate	543.0	311.0	26.0	nan	3029.0
MUX10119.WHB7012.unmapped-both-read-and-mate	1461.0	296.0	1.0	1.0	3676.0
MUX10120.WHB7013.unmapped-both-read-and-mate	1047.0	359.0	13.0	nan	3487.0
MUX10120.WHB7017.unmapped-both-read-and-mate	446.0	335.0	1.0	nan	3015.0
MUX10120.WHB7018.unmapped-both-read-and-mate	1049.0	282.0	29.0	nan	3430.0
MUX10120.WHB7019.unmapped-both-read-and-mate	426.0	319.0	nan	nan	2796.0
MUX10120.WHB7020.unmapped-both-read-and-mate	781.0	317.0	2.0	nan	3238.0
MUX10121.WHB7016.unmapped-both-read-and-mate	392.0	421.0	11.0	nan	3648.0
MUX10121.WHB7021.unmapped-both-read-and-mate	373.0	391.0	1.0	nan	3367.0
MUX10121.WHB7022.unmapped-both-read-and-mate	664.0	320.0	nan	1.0	3054.0
MUX10121.WHB7023.unmapped-both-read-and-mate	507.0	327.0	2.0	nan	2934.0
MUX10121.WHB7026.unmapped-both-read-and-mate	708.0	336.0	7.0	nan	3059.0
MUX10122.WHB7025.unmapped-both-read-and-mate	507.0	299.0	2.0	nan	3078.0
MUX10122.WHB7030.unmapped-both-read-and-mate	1015.0	302.0	3.0	nan	3162.0
MUX10122.WHB7031.unmapped-both-read-and-mate	381.0	310.0	1.0	nan	2881.0
MUX10122.WHB7032.unmapped-both-read-and-mate	602.0	321.0	nan	nan	2953.0
MUX10122.WHB7043.unmapped-both-read-and-mate	472.0	335.0	2.0	nan	2929.0
MUX10123.WHB7024.unmapped-both-read-and-mate	403.0	335.0	2.0	nan	2846.0
MUX10123.WHB7028.unmapped-both-read-and-mate	489.0	375.0	1.0	nan	3521.0
MUX10123.WHB7029.unmapped-both-read-and-mate	492.0	463.0	nan	nan	3840.0
MUX10123.WHB7033.unmapped-both-read-and-mate	277.0	320.0	nan	nan	2659.0
MUX10123.WHB7034.unmapped-both-read-and-mate	404.0	294.0	1.0	nan	2655.0
MUX10127.WHB7036.unmapped-both-read-and-mate	696.0	799.0	1.0	nan	30992.0
MUX10127.WHB7037.unmapped-both-read-and-mate	655.0	834.0	nan	nan	33266.0
MUX10127.WHB7038.unmapped-both-read-and-mate	411.0	765.0	nan	nan	28082.0
MUX10127.WHB7040.unmapped-both-read-and-mate	312.0	689.0	3.0	nan	25411.0
MUX10127.WHB7041.unmapped-both-read-and-mate	421.0	882.0	4.0	nan	32401.0
MUX10128.WHB7042.unmapped-both-read-and-mate	538.0	713.0	1.0	1.0	31739.0
MUX10128.WHB7044.unmapped-both-read-and-mate	445.0	662.0	2.0	nan	24097.0
MUX10128.WHB7046.unmapped-both-read-and-mate	695.0	734.0	1.0	nan	31927.0
MUX10128.WHB7048.unmapped-both-read-and-mate	1909.0	818.0	4.0	nan	32369.0
MUX10128.WHB7050.unmapped-both-read-and-mate	2040.0	837.0	6.0	nan	34022.0
MUX10129.WHB7052.unmapped-both-read-and-mate	616.0	836.0	6.0	2.0	33174.0
MUX10129.WHB7054.unmapped-both-read-and-mate	985.0	650.0	nan	1.0	29986.0
MUX10129.WHB7055.unmapped-both-read-and-mate	451.0	754.0	6.0	nan	30434.0
MUX10129.WHB7056.unmapped-both-read-and-mate	328.0	581.0	19.0	nan	28102.0
MUX10129.WHB7059.unmapped-both-read-and-mate	537.0	764.0	4.0	1.0	29604.0
MUX10130.WHB7045.unmapped-both-read-and-mate	700.0	846.0	6.0	1.0	34337.0
MUX10130.WHB7049.unmapped-both-read-and-mate	384.0	776.0	1.0	nan	30908.0
MUX10130.WHB7053.unmapped-both-read-and-mate	289.0	768.0	nan	nan	27938.0
MUX10130.WHB7058.unmapped-both-read-and-mate	602.0	768.0	8.0	nan	31166.0
MUX10130.WHB7062.unmapped-both-read-and-mate	315.0	649.0	6.0	nan	24821.0
MUX10133.WHB6661.unmapped-both-read-and-mate	2520.0	423.0	2.0	nan	5208.0
MUX10133.WHB6665.unmapped-both-read-and-mate	4582.0	480.0	1.0	nan	6700.0
MUX10133.WHB6666.unmapped-both-read-and-mate	5382.0	347.0	nan	3.0	7075.0
MUX10133.WHB6667.unmapped-both-read-and-mate	1588.0	290.0	5.0	2.0	3719.0
MUX10133.WHB6668.unmapped-both-read-and-mate	2227.0	454.0	nan	nan	5456.0
MUX10134.WHB6669.unmapped-both-read-and-mate	2672.0	369.0	1.0	1.0	4920.0
MUX10134.WHB6670.unmapped-both-read-and-mate	1828.0	300.0	1.0	nan	3739.0
MUX10134.WHB6671.unmapped-both-read-and-mate	2058.0	344.0	1.0	nan	4485.0
MUX10134.WHB6674.unmapped-both-read-and-mate	4812.0	345.0	5.0	nan	6480.0
MUX10135.WHB6672.unmapped-both-read-and-mate	1677.0	339.0	64.0	nan	3922.0
MUX10135.WHB6673.unmapped-both-read-and-mate	6923.0	362.0	5.0	1.0	7618.0
MUX10135.WHB6675.unmapped-both-read-and-mate	1627.0	368.0	1.0	1.0	4098.0
MUX10135.WHB6676.unmapped-both-read-and-mate	2342.0	353.0	nan	1.0	4912.0
MUX10135.WHB6678.unmapped-both-read-and-mate	2534.0	314.0	nan	nan	4637.0
MUX10136.WHB6677.unmapped-both-read-and-mate	3141.0	352.0	27.0	nan	5305.0
MUX10136.WHB6687.unmapped-both-read-and-mate	557.0	372.0	10.0	nan	3364.0
MUX10136.WHB6689.unmapped-both-read-and-mate	1589.0	391.0	nan	nan	4357.0
MUX10136.WHB6690.unmapped-both-read-and-mate	1169.0	431.0	nan	nan	4193.0
MUX10136.WHB6692.unmapped-both-read-and-mate	1881.0	441.0	nan	1.0	5277.0
MUX10137.WHB7057.unmapped-both-read-and-mate	566.0	350.0	nan	nan	3067.0
MUX10137.WHB7060.unmapped-both-read-and-mate	406.0	357.0	nan	nan	3424.0
MUX10137.WHB7061.unmapped-both-read-and-mate	389.0	379.0	5.0	nan	3467.0
MUX10137.WHB7065.unmapped-both-read-and-mate	499.0	299.0	1.0	nan	3122.0
MUX10137.WHB7071.unmapped-both-read-and-mate	3647.0	351.0	nan	nan	6330.0
MUX10138.WHB7063.unmapped-both-read-and-mate	598.0	276.0	2.0	1.0	2619.0
MUX10138.WHB7064.unmapped-both-read-and-mate	458.0	299.0	1.0	nan	2682.0
MUX10138.WHB7066.unmapped-both-read-and-mate	497.0	271.0	2.0	nan	2668.0
MUX10138.WHB7067.unmapped-both-read-and-mate	557.0	277.0	1.0	nan	2740.0
MUX10138.WHB7068.unmapped-both-read-and-mate	359.0	285.0	nan	nan	2504.0
MUX10139.WHB7069.unmapped-both-read-and-mate	7349.0	426.0	9.0	nan	9474.0
MUX10139.WHB7070.unmapped-both-read-and-mate	2550.0	334.0	2.0	nan	4801.0
MUX10139.WHB7072.unmapped-both-read-and-mate	2829.0	372.0	nan	nan	5199.0
MUX10139.WHB7073.unmapped-both-read-and-mate	4514.0	281.0	nan	1.0	6296.0
MUX10139.WHB7078.unmapped-both-read-and-mate	2374.0	314.0	nan	1.0	4465.0
MUX10140.WHB7074.unmapped-both-read-and-mate	2502.0	310.0	nan	2.0	4623.0
MUX10140.WHB7075.unmapped-both-read-and-mate	2411.0	327.0	nan	nan	4539.0
MUX10140.WHB7076.unmapped-both-read-and-mate	3140.0	359.0	nan	nan	5542.0
MUX10140.WHB7077.unmapped-both-read-and-mate	2511.0	319.0	nan	nan	4945.0
MUX10140.WHB7079.unmapped-both-read-and-mate	2344.0	316.0	2.0	nan	4427.0
MUX10141.WHB6679.unmapped-both-read-and-mate	2440.0	545.0	6.0	2.0	18801.0
MUX10141.WHB6680.unmapped-both-read-and-mate	1985.0	677.0	5.0	nan	25670.0
MUX10141.WHB6681.unmapped-both-read-and-mate	2968.0	550.0	12.0	nan	21755.0
MUX10141.WHB6682.unmapped-both-read-and-mate	3096.0	615.0	nan	1.0	23156.0
MUX10141.WHB6683.unmapped-both-read-and-mate	2209.0	572.0	1.0	1.0	22581.0
MUX10142.WHB6684.unmapped-both-read-and-mate	1364.0	705.0	1.0	nan	29809.0
MUX10142.WHB6685.unmapped-both-read-and-mate	1919.0	574.0	1.0	nan	22652.0
MUX10142.WHB6700.unmapped-both-read-and-mate	1310.0	892.0	4.0	nan	24423.0
MUX10142.WHB6708.unmapped-both-read-and-mate	1702.0	740.0	13.0	1.0	29100.0
MUX10143.WHB6703.unmapped-both-read-and-mate	1386.0	418.0	nan	1.0	16829.0
MUX10143.WHB6710.unmapped-both-read-and-mate	1893.0	620.0	nan	1.0	26437.0
MUX10143.WHB6716.unmapped-both-read-and-mate	2269.0	722.0	1.0	2.0	29794.0
MUX10143.WHB6719.unmapped-both-read-and-mate	1841.0	551.0	1.0	nan	18762.0
MUX10144.WHB6707.unmapped-both-read-and-mate	1526.0	790.0	nan	nan	28439.0
MUX10144.WHB6712.unmapped-both-read-and-mate	2105.0	1061.0	3.0	1.0	39548.0
MUX10144.WHB6714.unmapped-both-read-and-mate	1472.0	811.0	2.0	nan	31955.0
