Sample	Pseudomonas	Homo	Sphingomonas	Sphingobium	Alcaligenes	Other	Unclassified
MUX5179.WHB542.unmapped-both-read-and-mate	5.0	539.0	6.0	1.0	nan	828.0	9264.0
MUX5179.WHB543.unmapped-both-read-and-mate	3.0	409.0	2.0	1.0	nan	538.0	9581.0
MUX5180.WHB544.unmapped-both-read-and-mate	3.0	503.0	1.0	1.0	nan	500.0	7703.0
MUX5180.WHB545.unmapped-both-read-and-mate	nan	434.0	4.0	1.0	nan	466.0	6798.0
MUX5180.WHB546.unmapped-both-read-and-mate	6.0	482.0	1.0	3.0	nan	361.0	7927.0
MUX5180.WHB547.unmapped-both-read-and-mate	2.0	444.0	2.0	1.0	nan	902.0	7753.0
MUX5180.WHB548.unmapped-both-read-and-mate	1.0	528.0	3.0	4.0	nan	771.0	8523.0
MUX5180.WHB549.unmapped-both-read-and-mate	1.0	569.0	6.0	2.0	nan	812.0	8322.0
MUX5180.WHB550.unmapped-both-read-and-mate	5.0	485.0	2.0	1.0	nan	872.0	8113.0
MUX5180.WHB551.unmapped-both-read-and-mate	1.0	514.0	1.0	nan	nan	215.0	8096.0
MUX5180.WHB552.unmapped-both-read-and-mate	3.0	539.0	3.0	nan	nan	595.0	8424.0
MUX5180.WHB553.unmapped-both-read-and-mate	1.0	502.0	5.0	1.0	nan	639.0	8149.0
MUX5181.WHB554.unmapped-both-read-and-mate	4.0	393.0	1.0	nan	nan	808.0	5185.0
MUX5181.WHB555.unmapped-both-read-and-mate	3.0	497.0	nan	2.0	nan	325.0	6297.0
MUX5181.WHB556.unmapped-both-read-and-mate	4.0	343.0	9.0	2.0	nan	1051.0	5029.0
MUX5181.WHB557.unmapped-both-read-and-mate	3.0	314.0	1.0	1.0	2.0	263.0	4955.0
MUX5181.WHB558.unmapped-both-read-and-mate	4.0	423.0	11.0	3.0	nan	701.0	5593.0
MUX5181.WHB559.unmapped-both-read-and-mate	5.0	392.0	3.0	nan	nan	334.0	4967.0
MUX5181.WHB560.unmapped-both-read-and-mate	11.0	377.0	2.0	nan	nan	1171.0	5525.0
MUX5181.WHB561.unmapped-both-read-and-mate	4.0	361.0	6.0	1.0	nan	809.0	5131.0
MUX5181.WHB562.unmapped-both-read-and-mate	4.0	359.0	2.0	2.0	nan	410.0	6104.0
MUX5181.WHB563.unmapped-both-read-and-mate	47.0	458.0	2.0	nan	nan	1161.0	6652.0
MUX5182.WHB564.unmapped-both-read-and-mate	7.0	351.0	4.0	2.0	nan	643.0	5795.0
MUX5182.WHB565.unmapped-both-read-and-mate	4.0	411.0	1.0	nan	nan	746.0	5889.0
MUX5182.WHB566.unmapped-both-read-and-mate	nan	545.0	7.0	nan	nan	476.0	7017.0
MUX5182.WHB567.unmapped-both-read-and-mate	8.0	450.0	4.0	3.0	nan	632.0	6041.0
MUX5182.WHB568.unmapped-both-read-and-mate	5.0	414.0	2.0	nan	nan	959.0	6468.0
MUX5182.WHB569.unmapped-both-read-and-mate	4.0	387.0	2.0	1.0	nan	407.0	6086.0
MUX5182.WHB570.unmapped-both-read-and-mate	4.0	426.0	2.0	nan	nan	505.0	6053.0
MUX5182.WHB571.unmapped-both-read-and-mate	2.0	446.0	nan	nan	nan	291.0	5729.0
MUX5182.WHB572.unmapped-both-read-and-mate	1.0	460.0	nan	nan	nan	252.0	5875.0
MUX5182.WHB573.unmapped-both-read-and-mate	1.0	471.0	1.0	nan	nan	354.0	5923.0
MUX5183.WHB691.unmapped-both-read-and-mate	6.0	446.0	2.0	1.0	nan	308.0	4915.0
MUX5183.WHB692.unmapped-both-read-and-mate	9.0	396.0	11.0	1.0	nan	256.0	4067.0
MUX5183.WHB693.unmapped-both-read-and-mate	2.0	489.0	nan	nan	2.0	129.0	4777.0
MUX5183.WHB694.unmapped-both-read-and-mate	7.0	412.0	1.0	nan	nan	83.0	3632.0
MUX5183.WHB695.unmapped-both-read-and-mate	nan	442.0	nan	nan	nan	38.0	3872.0
MUX5183.WHB696.unmapped-both-read-and-mate	5.0	432.0	2.0	nan	nan	215.0	5774.0
MUX5183.WHB697.unmapped-both-read-and-mate	3.0	446.0	1.0	nan	nan	28.0	4017.0
MUX5183.WHB698.unmapped-both-read-and-mate	10.0	527.0	2.0	1.0	nan	4010.0	15649.0
MUX5183.WHB699.unmapped-both-read-and-mate	31.0	412.0	nan	1.0	nan	51.0	3906.0
MUX5183.WHB700.unmapped-both-read-and-mate	2.0	539.0	1.0	nan	1.0	49.0	5237.0
MUX5184.WHB701.unmapped-both-read-and-mate	2.0	530.0	nan	nan	nan	32.0	4502.0
MUX5184.WHB702.unmapped-both-read-and-mate	2.0	484.0	nan	nan	nan	71.0	4542.0
MUX5184.WHB703.unmapped-both-read-and-mate	37.0	906.0	1.0	nan	nan	24767.0	67463.0
MUX5184.WHB704.unmapped-both-read-and-mate	50.0	900.0	1.0	1.0	nan	26199.0	77202.0
MUX5184.WHB705.unmapped-both-read-and-mate	4.0	413.0	nan	nan	nan	141.0	4079.0
MUX5184.WHB706.unmapped-both-read-and-mate	2.0	427.0	nan	1.0	nan	59.0	4170.0
MUX5184.WHB707.unmapped-both-read-and-mate	5.0	465.0	nan	1.0	nan	56.0	4600.0
MUX5184.WHB708.unmapped-both-read-and-mate	7.0	420.0	nan	nan	nan	143.0	4191.0
MUX5184.WHB709.unmapped-both-read-and-mate	20.0	490.0	88.0	12.0	nan	938.0	6397.0
MUX5184.WHB710.unmapped-both-read-and-mate	nan	440.0	nan	nan	nan	43.0	4088.0
MUX5185.WHB711.unmapped-both-read-and-mate	nan	445.0	nan	nan	nan	32.0	4117.0
MUX5185.WHB712.unmapped-both-read-and-mate	4.0	453.0	nan	nan	nan	39.0	4074.0
MUX5185.WHB713.unmapped-both-read-and-mate	2.0	514.0	2.0	3.0	nan	81.0	4396.0
MUX5185.WHB714.unmapped-both-read-and-mate	nan	439.0	nan	nan	nan	14.0	3652.0
MUX5185.WHB715.unmapped-both-read-and-mate	5.0	456.0	1.0	nan	nan	173.0	4264.0
MUX5185.WHB716.unmapped-both-read-and-mate	1.0	443.0	2.0	1.0	nan	106.0	4212.0
MUX5185.WHB717.unmapped-both-read-and-mate	9.0	497.0	1.0	nan	nan	197.0	5024.0
MUX5185.WHB720.unmapped-both-read-and-mate	4.0	355.0	5.0	nan	nan	143.0	4503.0
MUX5185.WHB721.unmapped-both-read-and-mate	8.0	363.0	1.0	nan	nan	62.0	3161.0
MUX5186.WHB722.unmapped-both-read-and-mate	7.0	407.0	1.0	1.0	nan	43.0	4361.0
MUX5186.WHB723.unmapped-both-read-and-mate	27.0	437.0	7.0	1.0	nan	6287.0	7165.0
MUX5186.WHB724.unmapped-both-read-and-mate	15.0	394.0	nan	1.0	nan	314.0	4521.0
MUX5186.WHB725.unmapped-both-read-and-mate	38.0	991.0	1.0	nan	nan	20523.0	60096.0
MUX5186.WHB726.unmapped-both-read-and-mate	2.0	440.0	3.0	nan	nan	109.0	4398.0
MUX5186.WHB727.unmapped-both-read-and-mate	4.0	433.0	1.0	nan	nan	155.0	4628.0
MUX5186.WHB728.unmapped-both-read-and-mate	2.0	439.0	1.0	nan	nan	157.0	4838.0
MUX5186.WHB729.unmapped-both-read-and-mate	1.0	340.0	nan	nan	nan	153.0	3864.0
MUX5186.WHB730.unmapped-both-read-and-mate	4.0	365.0	1.0	nan	nan	56.0	4081.0
MUX5186.WHB732.unmapped-both-read-and-mate	3.0	490.0	nan	nan	1.0	38.0	5034.0
MUX5187.WHB733.unmapped-both-read-and-mate	120.0	2750.0	246.0	33.0	nan	74532.0	255286.0
MUX5187.WHB734.unmapped-both-read-and-mate	3.0	486.0	4.0	1.0	nan	95.0	6765.0
MUX5187.WHB735.unmapped-both-read-and-mate	2.0	470.0	3.0	nan	nan	1302.0	9675.0
MUX5187.WHB736.unmapped-both-read-and-mate	4.0	471.0	2.0	nan	nan	94.0	7128.0
MUX5187.WHB737.unmapped-both-read-and-mate	5.0	488.0	nan	nan	nan	67.0	6111.0
MUX5187.WHB741.unmapped-both-read-and-mate	3.0	409.0	nan	nan	nan	203.0	6738.0
MUX5187.WHB743.unmapped-both-read-and-mate	2.0	461.0	nan	nan	nan	55.0	7133.0
MUX5187.WHB744.unmapped-both-read-and-mate	10.0	545.0	2.0	3.0	nan	208.0	7992.0
MUX5187.WHB745.unmapped-both-read-and-mate	4.0	521.0	nan	nan	nan	91.0	7650.0
MUX5187.WHB746.unmapped-both-read-and-mate	1.0	381.0	2.0	nan	nan	72.0	5835.0
MUX5188.WHB747.unmapped-both-read-and-mate	1.0	509.0	1.0	nan	nan	44.0	6893.0
MUX5188.WHB748.unmapped-both-read-and-mate	nan	381.0	1.0	nan	nan	43.0	5799.0
MUX5188.WHB749.unmapped-both-read-and-mate	4.0	463.0	nan	nan	nan	52.0	7516.0
MUX5188.WHB751.unmapped-both-read-and-mate	10.0	503.0	1.0	nan	nan	153.0	6676.0
MUX5188.WHB752.unmapped-both-read-and-mate	2.0	372.0	4.0	1.0	nan	197.0	6257.0
MUX5188.WHB753.unmapped-both-read-and-mate	nan	461.0	2.0	1.0	nan	137.0	7193.0
MUX5188.WHB754.unmapped-both-read-and-mate	2.0	537.0	2.0	nan	nan	72.0	7476.0
MUX5188.WHB755.unmapped-both-read-and-mate	5.0	566.0	nan	nan	nan	31.0	7311.0
MUX5188.WHB756.unmapped-both-read-and-mate	3.0	429.0	nan	nan	nan	33.0	6937.0
MUX5188.WHB757.unmapped-both-read-and-mate	nan	293.0	1.0	nan	nan	63.0	7235.0
MUX5226.WHB758.unmapped-both-read-and-mate	19.0	415.0	1.0	nan	nan	2913.0	10086.0
MUX5226.WHB759.unmapped-both-read-and-mate	nan	431.0	nan	nan	nan	55.0	3519.0
MUX5226.WHB760.unmapped-both-read-and-mate	8.0	411.0	nan	nan	nan	1390.0	6613.0
MUX5226.WHB761.unmapped-both-read-and-mate	1.0	357.0	1.0	1.0	nan	32.0	3247.0
MUX5226.WHB763.unmapped-both-read-and-mate	5.0	358.0	2.0	nan	nan	226.0	3139.0
MUX5226.WHB764.unmapped-both-read-and-mate	8.0	459.0	5.0	nan	nan	154.0	4053.0
MUX5226.WHB765.unmapped-both-read-and-mate	13.0	377.0	3.0	1.0	nan	244.0	3841.0
MUX5226.WHB766.unmapped-both-read-and-mate	nan	394.0	1.0	nan	nan	27.0	3025.0
MUX5226.WHB767.unmapped-both-read-and-mate	nan	395.0	nan	nan	nan	23.0	3055.0
MUX5227.WHB768.unmapped-both-read-and-mate	3.0	381.0	1.0	nan	nan	60.0	3080.0
MUX5227.WHB769.unmapped-both-read-and-mate	5.0	422.0	2.0	nan	nan	87.0	3411.0
MUX5227.WHB770.unmapped-both-read-and-mate	6.0	395.0	1.0	nan	nan	36.0	3243.0
MUX5227.WHB771.unmapped-both-read-and-mate	3.0	454.0	3.0	1.0	nan	23.0	3408.0
MUX5227.WHB772.unmapped-both-read-and-mate	64.0	406.0	3.0	1.0	nan	329.0	3480.0
MUX5227.WHB773.unmapped-both-read-and-mate	3.0	383.0	2.0	nan	nan	77.0	3325.0
MUX5227.WHB774.unmapped-both-read-and-mate	3.0	327.0	5.0	nan	nan	56.0	3235.0
MUX5227.WHB775.unmapped-both-read-and-mate	3.0	356.0	2.0	4.0	nan	90.0	3239.0
MUX5227.WHB776.unmapped-both-read-and-mate	6.0	327.0	7.0	nan	nan	105.0	3738.0
MUX5227.WHB778.unmapped-both-read-and-mate	9.0	420.0	3.0	nan	nan	1130.0	5959.0
MUX5228.WHB574.unmapped-both-read-and-mate	8.0	296.0	nan	1.0	nan	156.0	3140.0
MUX5228.WHB575.unmapped-both-read-and-mate	6.0	257.0	1.0	2.0	nan	1178.0	4540.0
MUX5228.WHB576.unmapped-both-read-and-mate	5.0	297.0	nan	1.0	nan	181.0	3053.0
MUX5228.WHB577.unmapped-both-read-and-mate	4.0	295.0	5.0	nan	nan	254.0	2708.0
MUX5228.WHB578.unmapped-both-read-and-mate	1.0	418.0	nan	nan	nan	225.0	3431.0
MUX5228.WHB579.unmapped-both-read-and-mate	28.0	380.0	23.0	15.0	nan	5119.0	13995.0
MUX5228.WHB580.unmapped-both-read-and-mate	1.0	352.0	nan	nan	nan	278.0	3054.0
MUX5228.WHB581.unmapped-both-read-and-mate	1.0	328.0	nan	nan	nan	141.0	3690.0
MUX5228.WHB582.unmapped-both-read-and-mate	2.0	318.0	nan	nan	nan	258.0	3109.0
MUX5228.WHB679.unmapped-both-read-and-mate	16.0	901.0	22.0	9.0	1.0	1592.0	117159.0
MUX5229.WHB680.unmapped-both-read-and-mate	2.0	426.0	nan	1.0	nan	70.0	4064.0
MUX5229.WHB681.unmapped-both-read-and-mate	2.0	331.0	1.0	nan	nan	110.0	3223.0
MUX5229.WHB682.unmapped-both-read-and-mate	5.0	380.0	3.0	nan	nan	1389.0	6335.0
MUX5229.WHB683.unmapped-both-read-and-mate	3.0	342.0	1.0	nan	1.0	43.0	3098.0
MUX5229.WHB684.unmapped-both-read-and-mate	17.0	348.0	9.0	1.0	nan	522.0	3561.0
MUX5229.WHB686.unmapped-both-read-and-mate	2.0	328.0	nan	nan	nan	44.0	3195.0
MUX5229.WHB689.unmapped-both-read-and-mate	9.0	365.0	1.0	nan	nan	136.0	3448.0
MUX5229.WHB787.unmapped-both-read-and-mate	1.0	245.0	1.0	nan	nan	41.0	2825.0
MUX5230.WHB777.unmapped-both-read-and-mate	5.0	554.0	nan	nan	nan	43.0	10486.0
MUX5230.WHB781.unmapped-both-read-and-mate	4.0	637.0	1.0	nan	nan	465.0	12806.0
MUX5230.WHB783.unmapped-both-read-and-mate	890.0	687.0	8.0	3.0	nan	600.0	13998.0
MUX5230.WHB784.unmapped-both-read-and-mate	1.0	558.0	nan	nan	nan	74.0	9197.0
MUX5230.WHB786.unmapped-both-read-and-mate	7.0	646.0	2.0	1.0	1.0	374.0	13519.0
MUX5230.WHB788.unmapped-both-read-and-mate	6.0	789.0	1.0	nan	nan	107.0	14292.0
MUX5230.WHB789.unmapped-both-read-and-mate	4.0	704.0	2.0	2.0	nan	106.0	12687.0
MUX5230.WHB791.unmapped-both-read-and-mate	2.0	711.0	4.0	nan	nan	67.0	13951.0
MUX5230.WHB792.unmapped-both-read-and-mate	7.0	700.0	45.0	18.0	nan	278.0	13627.0
MUX5231.WHB793.unmapped-both-read-and-mate	4.0	454.0	nan	nan	nan	111.0	8097.0
MUX5231.WHB794.unmapped-both-read-and-mate	2.0	401.0	3.0	nan	nan	112.0	7927.0
MUX5231.WHB795.unmapped-both-read-and-mate	2.0	415.0	2.0	nan	nan	142.0	8175.0
MUX5231.WHB798.unmapped-both-read-and-mate	4.0	642.0	1.0	nan	nan	170.0	11494.0
MUX5231.WHB799.unmapped-both-read-and-mate	8.0	603.0	4.0	nan	nan	97.0	9086.0
MUX5231.WHB801.unmapped-both-read-and-mate	2.0	563.0	nan	2.0	nan	57.0	8506.0
MUX5231.WHB802.unmapped-both-read-and-mate	4.0	606.0	nan	nan	nan	85.0	9643.0
MUX5231.WHB803.unmapped-both-read-and-mate	6.0	587.0	nan	nan	nan	62.0	10812.0
MUX5232.WHB805.unmapped-both-read-and-mate	nan	526.0	4.0	nan	nan	280.0	8508.0
MUX5232.WHB806.unmapped-both-read-and-mate	2.0	499.0	4.0	nan	nan	1137.0	9154.0
MUX5232.WHB807.unmapped-both-read-and-mate	8.0	464.0	3.0	nan	nan	59.0	7355.0
MUX5232.WHB808.unmapped-both-read-and-mate	nan	517.0	nan	nan	nan	42.0	7554.0
MUX5232.WHB809.unmapped-both-read-and-mate	3.0	593.0	nan	2.0	nan	54.0	8374.0
MUX5232.WHB810.unmapped-both-read-and-mate	6.0	463.0	16.0	1.0	nan	360.0	7682.0
MUX5232.WHB811.unmapped-both-read-and-mate	7.0	495.0	1.0	nan	nan	71.0	7269.0
MUX5232.WHB813.unmapped-both-read-and-mate	1.0	479.0	1.0	nan	nan	107.0	7909.0
MUX5232.WHB814.unmapped-both-read-and-mate	5.0	508.0	1.0	nan	nan	518.0	7509.0
MUX5234.WHB816.unmapped-both-read-and-mate	1.0	489.0	nan	1.0	nan	88.0	7092.0
MUX5234.WHB818.unmapped-both-read-and-mate	2.0	532.0	3.0	nan	nan	65.0	7579.0
MUX5234.WHB819.unmapped-both-read-and-mate	nan	481.0	nan	nan	nan	299.0	7439.0
MUX5234.WHB820.unmapped-both-read-and-mate	2.0	553.0	1.0	1.0	nan	46.0	7423.0
MUX5234.WHB821.unmapped-both-read-and-mate	4.0	490.0	1.0	nan	nan	57.0	7339.0
MUX5234.WHB822.unmapped-both-read-and-mate	3.0	509.0	1.0	nan	nan	48.0	6726.0
MUX5234.WHB823.unmapped-both-read-and-mate	nan	470.0	nan	nan	nan	50.0	6981.0
MUX5234.WHB824.unmapped-both-read-and-mate	238.0	499.0	717.0	111.0	2.0	7830.0	18566.0
MUX5234.WHB825.unmapped-both-read-and-mate	7.0	368.0	2.0	nan	nan	509.0	6697.0
MUX5235.WHB826.unmapped-both-read-and-mate	nan	371.0	4.0	nan	nan	55.0	4317.0
MUX5235.WHB827.unmapped-both-read-and-mate	nan	357.0	2.0	1.0	nan	77.0	4588.0
MUX5235.WHB828.unmapped-both-read-and-mate	5.0	382.0	2.0	nan	nan	143.0	4674.0
MUX5235.WHB830.unmapped-both-read-and-mate	5.0	401.0	5.0	nan	nan	172.0	5198.0
MUX5235.WHB831.unmapped-both-read-and-mate	2.0	367.0	nan	nan	nan	91.0	4420.0
MUX5235.WHB832.unmapped-both-read-and-mate	4.0	383.0	nan	nan	nan	57.0	4458.0
MUX5235.WHB833.unmapped-both-read-and-mate	1.0	340.0	nan	nan	nan	49.0	4616.0
MUX5235.WHB834.unmapped-both-read-and-mate	3.0	354.0	nan	nan	nan	85.0	4628.0
MUX5235.WHB835.unmapped-both-read-and-mate	2.0	383.0	nan	1.0	nan	83.0	4575.0
MUX5235.WHB836.unmapped-both-read-and-mate	3.0	443.0	nan	nan	nan	100.0	5599.0
MUX5236.WHB837.unmapped-both-read-and-mate	2.0	366.0	nan	nan	nan	76.0	3594.0
MUX5236.WHB839.unmapped-both-read-and-mate	9.0	388.0	2.0	1.0	nan	816.0	4873.0
MUX5236.WHB840.unmapped-both-read-and-mate	1.0	386.0	2.0	nan	nan	79.0	4121.0
MUX5236.WHB842.unmapped-both-read-and-mate	2.0	362.0	1.0	nan	nan	83.0	3364.0
MUX5236.WHB843.unmapped-both-read-and-mate	7.0	390.0	2.0	1.0	nan	665.0	5164.0
MUX5236.WHB844.unmapped-both-read-and-mate	6.0	383.0	2.0	nan	nan	654.0	4926.0
MUX5236.WHB845.unmapped-both-read-and-mate	4.0	441.0	1.0	nan	nan	49.0	4184.0
MUX5236.WHB846.unmapped-both-read-and-mate	nan	345.0	nan	nan	nan	54.0	3364.0
MUX5236.WHB847.unmapped-both-read-and-mate	2.0	387.0	4.0	nan	nan	276.0	4065.0
MUX5236.WHB848.unmapped-both-read-and-mate	2.0	352.0	3.0	nan	nan	55.0	3535.0
MUX5240.WHB616.unmapped-both-read-and-mate	1.0	618.0	2.0	3.0	nan	477.0	4715.0
MUX5240.WHB617.unmapped-both-read-and-mate	10.0	711.0	3.0	nan	nan	1470.0	8163.0
MUX5240.WHB619.unmapped-both-read-and-mate	6.0	572.0	1.0	1.0	nan	529.0	4916.0
MUX5240.WHB621.unmapped-both-read-and-mate	2.0	505.0	nan	1.0	nan	362.0	4519.0
MUX5240.WHB622.unmapped-both-read-and-mate	2.0	449.0	3.0	nan	nan	254.0	3861.0
MUX5240.WHB624.unmapped-both-read-and-mate	9.0	536.0	1.0	3.0	nan	332.0	4311.0
MUX5240.WHB625.unmapped-both-read-and-mate	4.0	682.0	2.0	1.0	nan	458.0	5090.0
MUX5240.WHB626.unmapped-both-read-and-mate	3.0	618.0	3.0	1.0	nan	967.0	6745.0
MUX5240.WHB627.unmapped-both-read-and-mate	5.0	593.0	1.0	2.0	nan	443.0	4700.0
MUX5240.WHB628.unmapped-both-read-and-mate	2.0	708.0	2.0	nan	nan	483.0	5527.0
MUX5241.WHB633.unmapped-both-read-and-mate	nan	557.0	1.0	nan	nan	316.0	4416.0
MUX5241.WHB634.unmapped-both-read-and-mate	3.0	577.0	7.0	nan	nan	335.0	4835.0
MUX5241.WHB637.unmapped-both-read-and-mate	1.0	547.0	4.0	nan	nan	333.0	4248.0
MUX5241.WHB638.unmapped-both-read-and-mate	1.0	586.0	2.0	nan	nan	377.0	4620.0
MUX5241.WHB639.unmapped-both-read-and-mate	4.0	554.0	2.0	nan	1.0	385.0	4798.0
MUX5241.WHB641.unmapped-both-read-and-mate	1.0	564.0	2.0	1.0	nan	438.0	5032.0
MUX5241.WHB651.unmapped-both-read-and-mate	nan	537.0	4.0	nan	nan	660.0	5944.0
MUX5241.WHB656.unmapped-both-read-and-mate	3.0	508.0	nan	1.0	nan	323.0	4159.0
MUX5241.WHB670.unmapped-both-read-and-mate	5.0	637.0	nan	nan	nan	349.0	4926.0
MUX5242.WHB491.unmapped-both-read-and-mate	4.0	680.0	10.0	2.0	nan	1744.0	10165.0
MUX5242.WHB492.unmapped-both-read-and-mate	3.0	382.0	nan	1.0	nan	338.0	3654.0
MUX5242.WHB494.unmapped-both-read-and-mate	2.0	402.0	6.0	2.0	nan	1157.0	4194.0
MUX5242.WHB595.unmapped-both-read-and-mate	2.0	608.0	1.0	1.0	nan	331.0	5222.0
MUX5242.WHB596.unmapped-both-read-and-mate	9.0	506.0	1.0	nan	nan	1152.0	7335.0
MUX5242.WHB601.unmapped-both-read-and-mate	3.0	502.0	2.0	1.0	nan	332.0	4517.0
MUX5242.WHB664.unmapped-both-read-and-mate	7.0	560.0	4.0	nan	1.0	302.0	5007.0
MUX5242.WHB665.unmapped-both-read-and-mate	3.0	601.0	nan	nan	nan	623.0	6534.0
MUX5242.WHB666.unmapped-both-read-and-mate	2.0	558.0	nan	nan	nan	286.0	4674.0
MUX5242.WHB674.unmapped-both-read-and-mate	2.0	649.0	3.0	1.0	nan	2607.0	13605.0
MUX5243.WHH5004.unmapped-both-read-and-mate	3.0	424.0	7.0	3.0	nan	349.0	4112.0
MUX5243.WHH5005.unmapped-both-read-and-mate	1.0	420.0	nan	nan	nan	30.0	3605.0
MUX5243.WHH5006.unmapped-both-read-and-mate	7.0	350.0	4.0	nan	nan	184.0	3105.0
MUX5243.WHH5007.unmapped-both-read-and-mate	6.0	416.0	1.0	nan	nan	309.0	4097.0
MUX5243.WHH5008.unmapped-both-read-and-mate	nan	419.0	1.0	2.0	nan	47.0	3941.0
MUX5243.WHH5013.unmapped-both-read-and-mate	2.0	454.0	nan	2.0	nan	32.0	3698.0
MUX5243.WHH5014.unmapped-both-read-and-mate	nan	434.0	nan	nan	nan	31.0	3664.0
MUX5243.WHH5015.unmapped-both-read-and-mate	nan	381.0	nan	2.0	nan	27.0	3659.0
MUX5243.WHH5016.unmapped-both-read-and-mate	3.0	434.0	nan	nan	nan	24.0	3965.0
MUX5243.WHH5017.unmapped-both-read-and-mate	1.0	424.0	1.0	nan	nan	31.0	3622.0
MUX5244.WHH5018.unmapped-both-read-and-mate	nan	660.0	1.0	nan	nan	42.0	9318.0
MUX5244.WHH5019.unmapped-both-read-and-mate	nan	529.0	nan	nan	nan	23.0	7784.0
MUX5244.WHH5020.unmapped-both-read-and-mate	1.0	641.0	nan	nan	nan	56.0	9581.0
MUX5244.WHH5024.unmapped-both-read-and-mate	7.0	514.0	nan	nan	nan	116.0	6646.0
MUX5244.WHH5025.unmapped-both-read-and-mate	2.0	617.0	nan	1.0	nan	35.0	7937.0
MUX5244.WHH5032.unmapped-both-read-and-mate	6.0	428.0	nan	1.0	nan	21.0	6628.0
MUX5244.WHH5033.unmapped-both-read-and-mate	1.0	575.0	1.0	nan	nan	49.0	7725.0
MUX5244.WHH5034.unmapped-both-read-and-mate	1.0	585.0	1.0	nan	nan	31.0	7689.0
MUX5244.WHH5036.unmapped-both-read-and-mate	5.0	560.0	1.0	nan	nan	70.0	8802.0
MUX5244.WHH5041.unmapped-both-read-and-mate	1.0	494.0	nan	nan	nan	24.0	7290.0
MUX5245.WHH5042.unmapped-both-read-and-mate	120.0	1427.0	63.0	29.0	1.0	33018.0	104785.0
MUX5245.WHH5043.unmapped-both-read-and-mate	2.0	566.0	nan	1.0	nan	51.0	9117.0
MUX5245.WHH5044.unmapped-both-read-and-mate	1.0	539.0	2.0	nan	nan	42.0	8316.0
MUX5245.WHH5046.unmapped-both-read-and-mate	1.0	629.0	nan	1.0	nan	19.0	9568.0
MUX5245.WHH5047.unmapped-both-read-and-mate	1.0	469.0	nan	nan	nan	23.0	7548.0
MUX5245.WHH5048.unmapped-both-read-and-mate	2.0	551.0	nan	nan	nan	29.0	8197.0
MUX5245.WHH5049.unmapped-both-read-and-mate	2.0	627.0	nan	nan	nan	29.0	9887.0
MUX5245.WHH5050.unmapped-both-read-and-mate	1.0	589.0	1.0	nan	nan	24.0	9555.0
MUX5245.WHH5053.unmapped-both-read-and-mate	4.0	573.0	nan	nan	nan	36.0	9127.0
MUX5245.WHH5054.unmapped-both-read-and-mate	9.0	565.0	nan	nan	nan	80.0	9131.0
MUX5246.WHH5055.unmapped-both-read-and-mate	2.0	470.0	nan	nan	nan	135.0	5748.0
MUX5246.WHH5056.unmapped-both-read-and-mate	1.0	304.0	nan	nan	nan	36.0	4841.0
MUX5246.WHH5058.unmapped-both-read-and-mate	1.0	472.0	nan	nan	nan	35.0	6409.0
MUX5246.WHH5059.unmapped-both-read-and-mate	4.0	536.0	4.0	3.0	nan	93.0	5968.0
MUX5246.WHH5060.unmapped-both-read-and-mate	3.0	553.0	1.0	1.0	nan	33.0	6513.0
MUX5246.WHH5061.unmapped-both-read-and-mate	9.0	566.0	nan	nan	nan	55.0	10247.0
MUX5246.WHH5062.unmapped-both-read-and-mate	4.0	548.0	nan	nan	nan	38.0	6619.0
MUX5246.WHH5063.unmapped-both-read-and-mate	nan	537.0	3.0	nan	nan	35.0	6014.0
MUX5246.WHH5064.unmapped-both-read-and-mate	1.0	498.0	nan	nan	nan	8.0	5924.0
MUX5246.WHH5065.unmapped-both-read-and-mate	4.0	534.0	1.0	nan	nan	26.0	5402.0
MUX5247.WHH5066.unmapped-both-read-and-mate	1.0	428.0	nan	nan	nan	43.0	4617.0
MUX5247.WHH5067.unmapped-both-read-and-mate	1.0	487.0	7.0	nan	nan	51.0	5579.0
MUX5247.WHH5068.unmapped-both-read-and-mate	1.0	455.0	nan	nan	nan	93.0	5290.0
MUX5247.WHH5069.unmapped-both-read-and-mate	44.0	720.0	nan	1.0	nan	12409.0	38569.0
MUX5247.WHH5071.unmapped-both-read-and-mate	32.0	915.0	nan	4.0	nan	22123.0	66450.0
MUX5247.WHH5072.unmapped-both-read-and-mate	13.0	574.0	nan	nan	nan	3702.0	15413.0
MUX5247.WHH5073.unmapped-both-read-and-mate	4.0	414.0	nan	nan	nan	1495.0	10108.0
MUX5247.WHH5074.unmapped-both-read-and-mate	25.0	643.0	nan	nan	nan	4381.0	17662.0
MUX5247.WHH5076.unmapped-both-read-and-mate	15.0	496.0	4.0	nan	nan	10308.0	6647.0
MUX5247.WHH5078.unmapped-both-read-and-mate	6.0	444.0	1.0	nan	nan	2281.0	5678.0
MUX5248.WHH5079.unmapped-both-read-and-mate	16.0	393.0	1.0	nan	nan	4794.0	4103.0
MUX5248.WHH5080.unmapped-both-read-and-mate	13.0	450.0	2.0	2.0	nan	4309.0	13253.0
MUX5248.WHH5081.unmapped-both-read-and-mate	10.0	307.0	2.0	2.0	nan	9132.0	4120.0
MUX5248.WHH5088.unmapped-both-read-and-mate	22.0	481.0	nan	nan	nan	3565.0	13987.0
