Sample	Pseudomonadaceae	Sphingomonadaceae	Hominidae	Alcaligenaceae	Bradyrhizobiaceae	Other	Unclassified
MUX10059.WHB7645.unmapped-both-read-and-mate	11.0	14.0	461.0	3.0	1526.0	465.0	8608.0
MUX10059.WHB7646.unmapped-both-read-and-mate	11.0	30.0	512.0	15.0	2606.0	696.0	11664.0
MUX10059.WHB7647.unmapped-both-read-and-mate	14.0	14.0	439.0	4.0	1749.0	498.0	8058.0
MUX10059.WHB7648.unmapped-both-read-and-mate	8.0	21.0	465.0	6.0	1824.0	501.0	10989.0
MUX10060.WHB6580.unmapped-both-read-and-mate	9.0	5.0	460.0	5.0	816.0	268.0	10060.0
MUX10060.WHB6581.unmapped-both-read-and-mate	9.0	27.0	544.0	3.0	1059.0	479.0	12722.0
MUX10060.WHB6589.unmapped-both-read-and-mate	15.0	18.0	714.0	6.0	1099.0	361.0	15592.0
MUX10060.WHB6590.unmapped-both-read-and-mate	9.0	19.0	600.0	1.0	1270.0	387.0	12541.0
MUX10060.WHB7649.unmapped-both-read-and-mate	10.0	39.0	517.0	11.0	2137.0	924.0	12762.0
MUX10061.WHB6593.unmapped-both-read-and-mate	8.0	23.0	449.0	3.0	1649.0	525.0	12574.0
MUX10061.WHB6594.unmapped-both-read-and-mate	16.0	47.0	563.0	6.0	2164.0	611.0	15787.0
MUX10061.WHB6595.unmapped-both-read-and-mate	8.0	11.0	562.0	4.0	966.0	282.0	13446.0
MUX10061.WHB6599.unmapped-both-read-and-mate	7.0	11.0	504.0	1.0	1007.0	346.0	13433.0
MUX10061.WHB6601.unmapped-both-read-and-mate	11.0	16.0	540.0	4.0	1215.0	412.0	16475.0
MUX10062.WHB6597.unmapped-both-read-and-mate	13.0	32.0	704.0	5.0	2191.0	544.0	15010.0
MUX10062.WHB6598.unmapped-both-read-and-mate	13.0	26.0	512.0	11.0	1754.0	490.0	11337.0
MUX10062.WHB6600.unmapped-both-read-and-mate	8.0	28.0	537.0	5.0	1272.0	379.0	13913.0
MUX10062.WHB6602.unmapped-both-read-and-mate	14.0	31.0	566.0	3.0	1923.0	517.0	14212.0
MUX10062.WHB6603.unmapped-both-read-and-mate	8.0	13.0	546.0	1.0	872.0	319.0	12646.0
MUX10063.WHB6605.unmapped-both-read-and-mate	17.0	39.0	509.0	12.0	2587.0	773.0	12518.0
MUX10063.WHB6607.unmapped-both-read-and-mate	17.0	51.0	557.0	7.0	2663.0	807.0	13262.0
MUX10063.WHB6610.unmapped-both-read-and-mate	12.0	18.0	508.0	7.0	1167.0	370.0	12713.0
MUX10063.WHB6611.unmapped-both-read-and-mate	16.0	50.0	494.0	6.0	2661.0	683.0	12382.0
MUX10063.WHB6612.unmapped-both-read-and-mate	13.0	25.0	536.0	8.0	1665.0	521.0	13091.0
MUX10064.WHB6606.unmapped-both-read-and-mate	23.0	38.0	618.0	1.0	2246.0	651.0	13850.0
MUX10064.WHB6609.unmapped-both-read-and-mate	16.0	42.0	727.0	7.0	2580.0	682.0	15059.0
MUX10064.WHB6613.unmapped-both-read-and-mate	10.0	19.0	476.0	1.0	1185.0	382.0	11359.0
MUX10064.WHB6614.unmapped-both-read-and-mate	6.0	11.0	532.0	5.0	1099.0	336.0	10049.0
MUX10064.WHB6615.unmapped-both-read-and-mate	14.0	28.0	684.0	5.0	1781.0	510.0	13854.0
MUX10065.WHB6641.unmapped-both-read-and-mate	22.0	28.0	490.0	7.0	1511.0	508.0	9605.0
MUX10065.WHB6642.unmapped-both-read-and-mate	3.0	14.0	448.0	2.0	784.0	296.0	8788.0
MUX10065.WHB6643.unmapped-both-read-and-mate	8.0	25.0	406.0	3.0	925.0	329.0	10751.0
MUX10065.WHB6644.unmapped-both-read-and-mate	8.0	15.0	529.0	3.0	886.0	387.0	10473.0
MUX10065.WHB6645.unmapped-both-read-and-mate	3.0	28.0	541.0	10.0	1416.0	475.0	10697.0
MUX10066.WHB6646.unmapped-both-read-and-mate	21.0	45.0	450.0	8.0	2894.0	849.0	11458.0
MUX10066.WHB6647.unmapped-both-read-and-mate	18.0	19.0	392.0	8.0	1368.0	458.0	10659.0
MUX10066.WHB6648.unmapped-both-read-and-mate	14.0	42.0	358.0	9.0	2386.0	648.0	9104.0
MUX10066.WHB6649.unmapped-both-read-and-mate	20.0	37.0	341.0	12.0	3189.0	846.0	11214.0
MUX10066.WHB6650.unmapped-both-read-and-mate	15.0	38.0	424.0	8.0	1843.0	611.0	11018.0
MUX10067.WHB6651.unmapped-both-read-and-mate	9.0	22.0	508.0	3.0	1287.0	1357.0	9180.0
MUX10067.WHB6653.unmapped-both-read-and-mate	13.0	54.0	441.0	15.0	3310.0	964.0	10154.0
MUX10067.WHB6654.unmapped-both-read-and-mate	13.0	29.0	506.0	7.0	2113.0	678.0	11606.0
MUX10067.WHB6656.unmapped-both-read-and-mate	3.0	18.0	537.0	6.0	1047.0	356.0	9666.0
MUX10067.WHB6657.unmapped-both-read-and-mate	17.0	24.0	527.0	3.0	1360.0	530.0	9943.0
MUX10068.WHB6655.unmapped-both-read-and-mate	31.0	28.0	379.0	5.0	1621.0	455.0	9111.0
MUX10068.WHB6658.unmapped-both-read-and-mate	11.0	29.0	410.0	3.0	1490.0	545.0	11201.0
MUX10068.WHB6659.unmapped-both-read-and-mate	13.0	29.0	418.0	7.0	1876.0	564.0	10162.0
MUX10068.WHB6660.unmapped-both-read-and-mate	22.0	48.0	430.0	5.0	2464.0	673.0	12686.0
MUX10068.WHB6662.unmapped-both-read-and-mate	28.0	30.0	433.0	7.0	1840.0	601.0	10030.0
MUX10071.WHB6781.unmapped-both-read-and-mate	8.0	29.0	357.0	4.0	658.0	266.0	3994.0
MUX10071.WHB6782.unmapped-both-read-and-mate	2.0	24.0	367.0	1.0	374.0	158.0	3372.0
MUX10071.WHB6783.unmapped-both-read-and-mate	6.0	10.0	340.0	nan	590.0	238.0	3227.0
MUX10071.WHB6784.unmapped-both-read-and-mate	3.0	24.0	288.0	1.0	493.0	218.0	3220.0
MUX10071.WHB6785.unmapped-both-read-and-mate	7.0	36.0	363.0	6.0	469.0	210.0	3600.0
MUX10072.WHB6787.unmapped-both-read-and-mate	17.0	60.0	287.0	5.0	1608.0	688.0	4058.0
MUX10072.WHB6788.unmapped-both-read-and-mate	21.0	96.0	326.0	9.0	1943.0	693.0	4635.0
MUX10072.WHB6791.unmapped-both-read-and-mate	7.0	18.0	332.0	4.0	532.0	228.0	3134.0
MUX10072.WHB6793.unmapped-both-read-and-mate	11.0	47.0	337.0	2.0	748.0	400.0	3409.0
MUX10072.WHB6796.unmapped-both-read-and-mate	14.0	35.0	365.0	6.0	1337.0	587.0	4320.0
MUX10073.WHB6786.unmapped-both-read-and-mate	9.0	15.0	330.0	1.0	560.0	237.0	3282.0
MUX10073.WHB6789.unmapped-both-read-and-mate	7.0	16.0	288.0	nan	484.0	198.0	3172.0
MUX10073.WHB6790.unmapped-both-read-and-mate	15.0	32.0	292.0	2.0	791.0	442.0	3609.0
MUX10073.WHB6794.unmapped-both-read-and-mate	10.0	35.0	352.0	1.0	765.0	302.0	3498.0
MUX10073.WHB6795.unmapped-both-read-and-mate	2.0	18.0	363.0	4.0	512.0	233.0	3663.0
MUX10074.WHB6797.unmapped-both-read-and-mate	9.0	39.0	424.0	3.0	856.0	352.0	4328.0
MUX10074.WHB6798.unmapped-both-read-and-mate	2.0	24.0	360.0	2.0	397.0	169.0	3185.0
MUX10074.WHB6799.unmapped-both-read-and-mate	7.0	14.0	339.0	2.0	558.0	248.0	3353.0
MUX10074.WHB6800.unmapped-both-read-and-mate	8.0	23.0	328.0	4.0	634.0	307.0	2918.0
MUX10074.WHB6801.unmapped-both-read-and-mate	1.0	19.0	329.0	1.0	567.0	198.0	3126.0
MUX10075.WHB6802.unmapped-both-read-and-mate	9.0	31.0	298.0	1.0	695.0	241.0	3562.0
MUX10075.WHB6803.unmapped-both-read-and-mate	6.0	24.0	318.0	nan	714.0	240.0	3298.0
MUX10075.WHB6804.unmapped-both-read-and-mate	5.0	22.0	320.0	6.0	557.0	214.0	3278.0
MUX10075.WHB6805.unmapped-both-read-and-mate	1.0	23.0	315.0	1.0	476.0	181.0	3195.0
MUX10075.WHB6806.unmapped-both-read-and-mate	3.0	11.0	259.0	nan	379.0	157.0	2908.0
MUX10076.WHB6807.unmapped-both-read-and-mate	5.0	16.0	307.0	2.0	465.0	183.0	2821.0
MUX10076.WHB6808.unmapped-both-read-and-mate	7.0	7.0	328.0	nan	309.0	129.0	2678.0
MUX10076.WHB6809.unmapped-both-read-and-mate	6.0	26.0	298.0	2.0	548.0	230.0	2894.0
MUX10076.WHB6810.unmapped-both-read-and-mate	7.0	16.0	325.0	6.0	449.0	193.0	2956.0
MUX10076.WHB6811.unmapped-both-read-and-mate	3.0	12.0	387.0	2.0	406.0	163.0	3285.0
MUX10077.WHB6812.unmapped-both-read-and-mate	6.0	23.0	387.0	3.0	483.0	218.0	3295.0
MUX10077.WHB6813.unmapped-both-read-and-mate	5.0	9.0	443.0	1.0	379.0	200.0	3637.0
MUX10077.WHB6817.unmapped-both-read-and-mate	7.0	16.0	290.0	3.0	651.0	243.0	2805.0
MUX10077.WHB6818.unmapped-both-read-and-mate	4.0	8.0	316.0	5.0	568.0	269.0	3010.0
MUX10077.WHB6819.unmapped-both-read-and-mate	2.0	15.0	276.0	1.0	408.0	190.0	2707.0
MUX10078.WHB6814.unmapped-both-read-and-mate	5.0	21.0	321.0	6.0	620.0	264.0	3457.0
MUX10078.WHB6815.unmapped-both-read-and-mate	2.0	27.0	322.0	4.0	853.0	400.0	3717.0
MUX10078.WHB6816.unmapped-both-read-and-mate	3.0	13.0	297.0	1.0	574.0	204.0	3068.0
MUX10078.WHB6820.unmapped-both-read-and-mate	12.0	25.0	421.0	nan	792.0	311.0	4272.0
MUX10078.WHB6823.unmapped-both-read-and-mate	nan	15.0	325.0	4.0	305.0	126.0	3009.0
MUX10079.WHB6821.unmapped-both-read-and-mate	1.0	23.0	501.0	5.0	344.0	224.0	16368.0
MUX10079.WHB6822.unmapped-both-read-and-mate	6.0	25.0	455.0	4.0	599.0	226.0	15268.0
MUX10079.WHB6825.unmapped-both-read-and-mate	3.0	18.0	449.0	1.0	355.0	189.0	14094.0
MUX10079.WHB6826.unmapped-both-read-and-mate	2.0	5.0	606.0	nan	302.0	141.0	19179.0
MUX10080.WHB6827.unmapped-both-read-and-mate	5.0	15.0	477.0	4.0	477.0	190.0	13140.0
MUX10080.WHB6828.unmapped-both-read-and-mate	4.0	28.0	485.0	3.0	666.0	272.0	16653.0
MUX10080.WHB6829.unmapped-both-read-and-mate	3.0	10.0	505.0	3.0	376.0	200.0	15092.0
MUX10080.WHB6830.unmapped-both-read-and-mate	2.0	8.0	560.0	1.0	279.0	114.0	15846.0
MUX10080.WHB6834.unmapped-both-read-and-mate	5.0	11.0	467.0	2.0	456.0	196.0	13824.0
MUX10081.WHB6831.unmapped-both-read-and-mate	26.0	26.0	498.0	3.0	632.0	226.0	15088.0
MUX10081.WHB6833.unmapped-both-read-and-mate	8.0	17.0	502.0	3.0	450.0	154.0	15036.0
MUX10081.WHB6835.unmapped-both-read-and-mate	6.0	13.0	477.0	2.0	479.0	183.0	13078.0
MUX10081.WHB6837.unmapped-both-read-and-mate	10.0	47.0	479.0	4.0	494.0	262.0	14313.0
MUX10082.WHB6836.unmapped-both-read-and-mate	8.0	36.0	743.0	3.0	496.0	221.0	20371.0
MUX10082.WHB6838.unmapped-both-read-and-mate	4.0	12.0	557.0	nan	343.0	139.0	17321.0
MUX10082.WHB6839.unmapped-both-read-and-mate	3.0	8.0	331.0	nan	242.0	111.0	8837.0
MUX10082.WHB6840.unmapped-both-read-and-mate	8.0	22.0	441.0	3.0	526.0	219.0	13878.0
MUX10083.WHB6842.unmapped-both-read-and-mate	9.0	20.0	699.0	1.0	813.0	294.0	25374.0
MUX10083.WHB6846.unmapped-both-read-and-mate	1.0	20.0	448.0	3.0	656.0	235.0	16847.0
MUX10083.WHB6848.unmapped-both-read-and-mate	9.0	25.0	552.0	4.0	766.0	356.0	17920.0
MUX10083.WHB6849.unmapped-both-read-and-mate	3.0	16.0	386.0	2.0	498.0	318.0	11957.0
MUX10084.WHB6843.unmapped-both-read-and-mate	7.0	28.0	491.0	4.0	607.0	248.0	15277.0
MUX10084.WHB6845.unmapped-both-read-and-mate	12.0	26.0	561.0	2.0	661.0	253.0	17604.0
MUX10084.WHB6847.unmapped-both-read-and-mate	8.0	22.0	343.0	5.0	558.0	224.0	13857.0
MUX10084.WHB6850.unmapped-both-read-and-mate	1.0	13.0	369.0	nan	420.0	201.0	12583.0
MUX10084.WHB6852.unmapped-both-read-and-mate	4.0	13.0	448.0	nan	389.0	159.0	14728.0
MUX10085.WHB6844.unmapped-both-read-and-mate	1.0	8.0	525.0	5.0	455.0	209.0	17529.0
MUX10085.WHB6853.unmapped-both-read-and-mate	2.0	27.0	564.0	4.0	703.0	404.0	18205.0
MUX10085.WHB6854.unmapped-both-read-and-mate	5.0	17.0	453.0	nan	296.0	122.0	12098.0
MUX10085.WHB6855.unmapped-both-read-and-mate	4.0	22.0	455.0	1.0	618.0	211.0	11206.0
MUX10086.WHB6857.unmapped-both-read-and-mate	10.0	20.0	341.0	1.0	588.0	231.0	13972.0
MUX10086.WHB6858.unmapped-both-read-and-mate	5.0	1.0	532.0	3.0	360.0	162.0	13241.0
MUX10086.WHB6861.unmapped-both-read-and-mate	4.0	6.0	489.0	1.0	316.0	136.0	14045.0
MUX10092.WHB6862.unmapped-both-read-and-mate	8.0	21.0	314.0	nan	495.0	205.0	2917.0
MUX10092.WHB6863.unmapped-both-read-and-mate	3.0	16.0	304.0	1.0	555.0	202.0	3288.0
MUX10092.WHB6864.unmapped-both-read-and-mate	6.0	143.0	274.0	2.0	1096.0	440.0	3908.0
MUX10092.WHB6865.unmapped-both-read-and-mate	9.0	27.0	330.0	1.0	576.0	216.0	3437.0
MUX10092.WHB6866.unmapped-both-read-and-mate	2.0	8.0	291.0	5.0	360.0	163.0	2801.0
MUX10093.WHB6871.unmapped-both-read-and-mate	5.0	17.0	234.0	nan	623.0	232.0	2563.0
MUX10093.WHB6872.unmapped-both-read-and-mate	13.0	59.0	283.0	4.0	1099.0	504.0	4624.0
MUX10093.WHB6875.unmapped-both-read-and-mate	12.0	21.0	311.0	nan	547.0	6025.0	3038.0
MUX10093.WHB6876.unmapped-both-read-and-mate	38.0	25.0	271.0	1.0	633.0	1905.0	3049.0
MUX10094.WHB6867.unmapped-both-read-and-mate	3.0	12.0	332.0	nan	367.0	153.0	2679.0
MUX10094.WHB6868.unmapped-both-read-and-mate	3.0	20.0	329.0	nan	542.0	184.0	3137.0
MUX10094.WHB6869.unmapped-both-read-and-mate	5.0	15.0	322.0	4.0	559.0	300.0	3222.0
MUX10094.WHB6870.unmapped-both-read-and-mate	2.0	19.0	275.0	2.0	407.0	140.0	2848.0
MUX10094.WHB6873.unmapped-both-read-and-mate	4.0	18.0	302.0	4.0	719.0	285.0	3264.0
MUX10095.WHB6877.unmapped-both-read-and-mate	10.0	24.0	289.0	4.0	410.0	280.0	3029.0
MUX10095.WHB6881.unmapped-both-read-and-mate	13.0	37.0	252.0	1.0	926.0	381.0	3971.0
MUX10095.WHB6882.unmapped-both-read-and-mate	4.0	14.0	357.0	2.0	480.0	191.0	3275.0
MUX10095.WHB6883.unmapped-both-read-and-mate	17.0	44.0	318.0	4.0	1182.0	523.0	3788.0
MUX10095.WHB6886.unmapped-both-read-and-mate	5.0	28.0	299.0	1.0	604.0	269.0	3020.0
MUX10096.WHB6879.unmapped-both-read-and-mate	19.0	45.0	227.0	3.0	2017.0	646.0	4142.0
MUX10096.WHB6889.unmapped-both-read-and-mate	9.0	21.0	260.0	4.0	630.0	287.0	2972.0
MUX10096.WHB6890.unmapped-both-read-and-mate	15.0	48.0	300.0	5.0	912.0	369.0	3463.0
MUX10096.WHB6891.unmapped-both-read-and-mate	10.0	43.0	279.0	2.0	1136.0	429.0	3931.0
MUX10096.WHB6892.unmapped-both-read-and-mate	12.0	55.0	377.0	4.0	1795.0	615.0	4998.0
MUX10097.WHB6878.unmapped-both-read-and-mate	5.0	26.0	277.0	3.0	681.0	340.0	3370.0
MUX10097.WHB6880.unmapped-both-read-and-mate	4.0	38.0	272.0	1.0	863.0	283.0	3420.0
MUX10097.WHB6884.unmapped-both-read-and-mate	7.0	19.0	328.0	4.0	646.0	241.0	3118.0
MUX10097.WHB6885.unmapped-both-read-and-mate	12.0	49.0	290.0	2.0	1201.0	675.0	4165.0
MUX10097.WHB6887.unmapped-both-read-and-mate	3.0	28.0	305.0	3.0	812.0	302.0	3511.0
MUX10098.WHB6888.unmapped-both-read-and-mate	12.0	46.0	333.0	3.0	1657.0	544.0	4373.0
MUX10098.WHB6893.unmapped-both-read-and-mate	3.0	33.0	184.0	6.0	955.0	282.0	3245.0
MUX10098.WHB6894.unmapped-both-read-and-mate	10.0	29.0	239.0	nan	631.0	292.0	3547.0
MUX10098.WHB6895.unmapped-both-read-and-mate	27.0	59.0	295.0	6.0	3131.0	830.0	5382.0
MUX10098.WHB6896.unmapped-both-read-and-mate	8.0	42.0	290.0	3.0	667.0	473.0	3318.0
MUX10099.WHB6897.unmapped-both-read-and-mate	3.0	12.0	278.0	1.0	297.0	131.0	2822.0
MUX10099.WHB6898.unmapped-both-read-and-mate	8.0	21.0	385.0	2.0	435.0	175.0	3498.0
MUX10099.WHB6899.unmapped-both-read-and-mate	2.0	16.0	290.0	3.0	414.0	227.0	3052.0
MUX10099.WHB6900.unmapped-both-read-and-mate	6.0	28.0	355.0	3.0	792.0	378.0	3524.0
MUX10100.WHB6902.unmapped-both-read-and-mate	6.0	15.0	430.0	3.0	338.0	137.0	12901.0
MUX10100.WHB6903.unmapped-both-read-and-mate	7.0	8.0	749.0	2.0	511.0	209.0	26902.0
MUX10100.WHB6904.unmapped-both-read-and-mate	9.0	9.0	566.0	2.0	293.0	143.0	20115.0
MUX10100.WHB6905.unmapped-both-read-and-mate	5.0	18.0	743.0	1.0	535.0	233.0	27262.0
MUX10100.WHB6906.unmapped-both-read-and-mate	6.0	22.0	739.0	5.0	405.0	167.0	27993.0
MUX10101.WHB6907.unmapped-both-read-and-mate	8.0	12.0	676.0	2.0	537.0	215.0	22278.0
MUX10101.WHB6908.unmapped-both-read-and-mate	3.0	21.0	629.0	3.0	441.0	205.0	19090.0
MUX10101.WHB6909.unmapped-both-read-and-mate	4.0	27.0	392.0	2.0	791.0	278.0	13243.0
MUX10101.WHB6910.unmapped-both-read-and-mate	5.0	7.0	508.0	1.0	416.0	172.0	14407.0
MUX10101.WHB6911.unmapped-both-read-and-mate	1.0	14.0	535.0	2.0	444.0	217.0	16468.0
MUX10102.WHB6912.unmapped-both-read-and-mate	5.0	33.0	591.0	4.0	1014.0	3602.0	19091.0
MUX10102.WHB6913.unmapped-both-read-and-mate	38.0	105.0	357.0	13.0	3577.0	1083.0	17338.0
MUX10102.WHB6914.unmapped-both-read-and-mate	8.0	10.0	598.0	nan	329.0	139.0	18596.0
MUX10102.WHB6915.unmapped-both-read-and-mate	6.0	40.0	609.0	2.0	653.0	321.0	21672.0
MUX10102.WHB6916.unmapped-both-read-and-mate	1.0	10.0	554.0	1.0	391.0	198.0	18157.0
MUX10103.WHB6917.unmapped-both-read-and-mate	7.0	9.0	618.0	1.0	368.0	121.0	20403.0
MUX10103.WHB6918.unmapped-both-read-and-mate	nan	9.0	510.0	2.0	270.0	129.0	16248.0
MUX10103.WHB6919.unmapped-both-read-and-mate	2.0	14.0	518.0	1.0	330.0	140.0	16662.0
MUX10103.WHB6920.unmapped-both-read-and-mate	9.0	12.0	655.0	1.0	799.0	393.0	20768.0
MUX10103.WHB6921.unmapped-both-read-and-mate	7.0	20.0	514.0	1.0	674.0	243.0	17706.0
MUX10104.WHB6922.unmapped-both-read-and-mate	7.0	36.0	662.0	4.0	1028.0	309.0	22217.0
MUX10104.WHB6923.unmapped-both-read-and-mate	5.0	30.0	482.0	2.0	826.0	525.0	14549.0
MUX10104.WHB6924.unmapped-both-read-and-mate	7.0	41.0	705.0	2.0	922.0	317.0	22730.0
MUX10104.WHB6925.unmapped-both-read-and-mate	1.0	12.0	563.0	1.0	493.0	205.0	18890.0
MUX10104.WHB6926.unmapped-both-read-and-mate	10.0	17.0	494.0	2.0	569.0	276.0	15532.0
MUX10105.WHB6927.unmapped-both-read-and-mate	7.0	16.0	419.0	nan	330.0	189.0	12496.0
MUX10105.WHB6928.unmapped-both-read-and-mate	23.0	27.0	459.0	3.0	503.0	423.0	14289.0
MUX10105.WHB6929.unmapped-both-read-and-mate	11.0	16.0	486.0	3.0	762.0	3580.0	17111.0
MUX10105.WHB6930.unmapped-both-read-and-mate	6.0	11.0	463.0	1.0	340.0	152.0	12509.0
MUX10105.WHB6931.unmapped-both-read-and-mate	7.0	25.0	502.0	1.0	1031.0	483.0	15514.0
MUX10106.WHB6932.unmapped-both-read-and-mate	6.0	14.0	484.0	nan	296.0	140.0	13647.0
MUX10106.WHB6933.unmapped-both-read-and-mate	7.0	23.0	630.0	nan	363.0	193.0	16746.0
MUX10106.WHB6935.unmapped-both-read-and-mate	5.0	6.0	541.0	1.0	341.0	123.0	15015.0
MUX10106.WHB6936.unmapped-both-read-and-mate	2.0	32.0	777.0	1.0	916.0	353.0	17159.0
MUX10107.WHB6937.unmapped-both-read-and-mate	5.0	11.0	592.0	nan	301.0	145.0	16481.0
MUX10107.WHB6938.unmapped-both-read-and-mate	4.0	9.0	425.0	2.0	359.0	205.0	14785.0
MUX10107.WHB6939.unmapped-both-read-and-mate	6.0	18.0	623.0	1.0	501.0	211.0	17893.0
MUX10107.WHB6940.unmapped-both-read-and-mate	3.0	10.0	494.0	3.0	343.0	169.0	19360.0
MUX10107.WHB6941.unmapped-both-read-and-mate	4.0	15.0	468.0	2.0	338.0	196.0	13652.0
MUX10108.WHB6942.unmapped-both-read-and-mate	4.0	6.0	427.0	2.0	437.0	213.0	7299.0
MUX10108.WHB6943.unmapped-both-read-and-mate	1.0	20.0	349.0	4.0	448.0	214.0	6424.0
MUX10108.WHB6944.unmapped-both-read-and-mate	nan	23.0	408.0	nan	417.0	257.0	7398.0
MUX10108.WHB6945.unmapped-both-read-and-mate	6.0	22.0	445.0	nan	418.0	198.0	7323.0
MUX10108.WHB6946.unmapped-both-read-and-mate	2.0	10.0	348.0	nan	395.0	203.0	6337.0
MUX10109.WHB6947.unmapped-both-read-and-mate	9.0	15.0	470.0	5.0	495.0	246.0	8641.0
MUX10109.WHB6949.unmapped-both-read-and-mate	11.0	26.0	393.0	4.0	570.0	292.0	7156.0
MUX10109.WHB6950.unmapped-both-read-and-mate	4.0	15.0	345.0	2.0	372.0	155.0	6596.0
MUX10109.WHB6951.unmapped-both-read-and-mate	6.0	12.0	389.0	2.0	526.0	293.0	6582.0
MUX10109.WHB6952.unmapped-both-read-and-mate	6.0	14.0	399.0	1.0	327.0	168.0	7917.0
MUX10110.WHB6953.unmapped-both-read-and-mate	9.0	14.0	450.0	1.0	439.0	198.0	7324.0
MUX10110.WHB6954.unmapped-both-read-and-mate	11.0	10.0	417.0	3.0	530.0	220.0	7961.0
MUX10110.WHB6955.unmapped-both-read-and-mate	13.0	67.0	373.0	1.0	1134.0	453.0	8122.0
MUX10110.WHB6956.unmapped-both-read-and-mate	3.0	9.0	348.0	2.0	254.0	146.0	6858.0
MUX10110.WHB6957.unmapped-both-read-and-mate	8.0	36.0	463.0	nan	572.0	223.0	7561.0
MUX10111.WHB6948.unmapped-both-read-and-mate	4.0	17.0	505.0	1.0	423.0	203.0	8695.0
MUX10111.WHB6976.unmapped-both-read-and-mate	6.0	7.0	544.0	1.0	192.0	108.0	7641.0
MUX10111.WHB6977.unmapped-both-read-and-mate	11.0	16.0	463.0	2.0	440.0	187.0	6749.0
MUX10111.WHB6982.unmapped-both-read-and-mate	1.0	10.0	491.0	nan	190.0	576.0	7315.0
MUX10111.WHB6983.unmapped-both-read-and-mate	3.0	20.0	427.0	4.0	273.0	170.0	6886.0
MUX10112.WHB6958.unmapped-both-read-and-mate	5.0	20.0	398.0	1.0	368.0	171.0	7394.0
MUX10112.WHB6959.unmapped-both-read-and-mate	8.0	18.0	447.0	4.0	729.0	280.0	10311.0
MUX10112.WHB6960.unmapped-both-read-and-mate	4.0	24.0	438.0	4.0	459.0	184.0	8641.0
MUX10112.WHB6961.unmapped-both-read-and-mate	2.0	12.0	372.0	4.0	520.0	239.0	7691.0
MUX10112.WHB6962.unmapped-both-read-and-mate	3.0	14.0	472.0	1.0	458.0	179.0	9751.0
MUX10113.WHB6963.unmapped-both-read-and-mate	9.0	35.0	359.0	5.0	583.0	260.0	7556.0
MUX10113.WHB6964.unmapped-both-read-and-mate	13.0	36.0	438.0	4.0	592.0	404.0	8199.0
MUX10113.WHB6966.unmapped-both-read-and-mate	6.0	23.0	387.0	2.0	527.0	278.0	7094.0
MUX10113.WHB6967.unmapped-both-read-and-mate	5.0	17.0	425.0	3.0	486.0	273.0	7464.0
MUX10114.WHB6968.unmapped-both-read-and-mate	11.0	25.0	417.0	1.0	747.0	291.0	8669.0
MUX10114.WHB6969.unmapped-both-read-and-mate	4.0	12.0	277.0	1.0	404.0	152.0	4931.0
MUX10114.WHB6970.unmapped-both-read-and-mate	7.0	11.0	402.0	2.0	470.0	198.0	7695.0
MUX10114.WHB6971.unmapped-both-read-and-mate	2.0	19.0	417.0	1.0	483.0	203.0	9212.0
MUX10114.WHB6972.unmapped-both-read-and-mate	16.0	45.0	368.0	6.0	1916.0	867.0	9059.0
MUX10115.WHB6973.unmapped-both-read-and-mate	2.0	4.0	626.0	nan	103.0	80.0	9362.0
MUX10115.WHB6974.unmapped-both-read-and-mate	1.0	3.0	596.0	nan	151.0	76.0	9057.0
MUX10115.WHB6985.unmapped-both-read-and-mate	3.0	2.0	565.0	nan	201.0	94.0	9010.0
MUX10115.WHB6986.unmapped-both-read-and-mate	3.0	15.0	579.0	nan	273.0	144.0	8051.0
MUX10115.WHB6994.unmapped-both-read-and-mate	3.0	12.0	471.0	1.0	331.0	168.0	9936.0
MUX10116.WHB6989.unmapped-both-read-and-mate	5.0	17.0	309.0	2.0	211.0	131.0	3557.0
MUX10116.WHB6990.unmapped-both-read-and-mate	7.0	8.0	429.0	1.0	348.0	192.0	3924.0
MUX10116.WHB6995.unmapped-both-read-and-mate	10.0	15.0	393.0	4.0	609.0	267.0	4281.0
MUX10117.WHB6996.unmapped-both-read-and-mate	3.0	24.0	325.0	2.0	470.0	196.0	3504.0
MUX10117.WHB7000.unmapped-both-read-and-mate	15.0	15.0	441.0	2.0	1015.0	415.0	5313.0
MUX10117.WHB7001.unmapped-both-read-and-mate	7.0	3.0	281.0	1.0	390.0	578.0	3318.0
MUX10117.WHB7002.unmapped-both-read-and-mate	4.0	3.0	374.0	nan	173.0	71.0	3366.0
MUX10117.WHB7004.unmapped-both-read-and-mate	3.0	7.0	425.0	1.0	303.0	124.0	3781.0
MUX10118.WHB6997.unmapped-both-read-and-mate	3.0	14.0	421.0	1.0	338.0	161.0	3921.0
MUX10118.WHB6998.unmapped-both-read-and-mate	1.0	15.0	351.0	2.0	398.0	156.0	4631.0
MUX10118.WHB7009.unmapped-both-read-and-mate	1.0	13.0	358.0	nan	301.0	125.0	3610.0
MUX10118.WHB7010.unmapped-both-read-and-mate	21.0	18.0	361.0	3.0	822.0	314.0	4080.0
MUX10118.WHB7014.unmapped-both-read-and-mate	6.0	6.0	347.0	1.0	321.0	124.0	3323.0
MUX10119.WHB7005.unmapped-both-read-and-mate	1.0	7.0	669.0	nan	207.0	127.0	4988.0
